name,ratings,date,helpful,comment,developer_comment
popopire,1,2020-06-23,1,컴퓨터본체 주문시켰는데 쓱은 무슨 4일걸린다해놓고 9일만에도착. 택배사잘못이라고 떠넘기기나하고. 애초에 약속못지킬꺼면 그냥 10일정도 걸린다고 적어놓으면 될것을. 판매사가 모든걸 책임지는거아닌가요? 애초에 쓱 빨리온다고 광고컨셉은 왜 잡으셨는지? 쿠팡은 늦게오면 본점차원에서 대응하고 알아보고연락주던데 여기는 택배사에 알아서 문의해라함. 내가 왠만하면 리뷰안쓰는데 너무 열받아서 씁니다. 무성의한 대응. 책임회피. 쿠팡에 밀리는 이유가있음. 첫 주문부터이러니 다시 이용하고싶은생각이 안듬,
서연,4,2020-06-23,2,잘 쓰고 있었는데 갑자기 닫아버렸네요ㅜㅜ,
열후,1,2020-06-15,26,너무 별로에요 신발하나 주문하려는데 앱도 느리고 오류도 너무 떠요 다시는 다시는 이용 안하겠습니다,
이경아,5,2020-06-14,12,상품좋고 할인이벤트 많고 최애 쇼핑몰,
최주현,5,2020-06-13,1,자주 사용할깨요.,
1605꽁쓰꽁쓰,1,2020-06-13,9,네트워크 오류 너무 자주 뜸,
김보하,1,2020-06-10,0,개10쓰레기,
장희정,5,2020-06-06,18,"빠른배송,가격대비 좋고요 그래서 이용합니다",
spring kim,5,2020-06-05,2,편하고 좋아요,
박대근,5,2020-06-05,0,위치는모르지만이렇게폰으로구입할수있게되어참좋네요.감사합니다.,
여이순영,5,2020-06-04,1,무조건최고 쓱이최고,
Orlando Yoon,2,2020-06-03,3,어플 최적화가 너무 안좋아서 물건 살 때 너무 불편해요.,
신희,1,2020-06-03,0,무슨업데이튼지ᆢ 왜 용량을 많이차지하는걸까? 난지울게없는데 ᆢ짜증!,
뇽뇽,5,2020-06-02,0,편리하게 자주이용하고있습니다,
sol sol,1,2020-05-31,12,로그인이왜안되요?일치하는회원정보가없다니,
aaa zzoo,1,2020-05-29,1,ssg는 빨리 쿠팡앱 개발자 데려와서 어플 다시만들어라 물들어올때 노저어야지 이딴어플로 어떻게 쿠팡을 이기나?,
강남도깨비:주식부자의 일상,5,2020-05-29,0,신선함,
쇠고기맛,1,2020-05-28,1,쓰레기같은어플 새벽배송 뜨지도 않고 왜 새벽배송 어플을 따로만들어서 혼선만 주는지 삭제 ㄱㄱ,
원롤빵,1,2020-05-21,23,심각하게 앱 편의성 떨어지고 상품권전환 등록해논건 에러나서 사용을 못함 감당을 못하면 받지를 말던가 그냥일반결제랑 같이되게 하면될걸 감당못해서 소비자 시간낭비 오지게 시키네,
김민선,5,2020-05-20,0,좋아여😃♥,
강인선,5,2020-05-19,1,항상 좋은 정보 감사합니다.,
삼석우,5,2020-05-19,27,휴대폰 쇼핑 겨우 백화점부터 아울렛까지 다양한 상품 정보에 대만족~,
김태철,1,2020-05-17,0,무시앱,
성원경,5,2020-05-17,0,좋네,
리아Leah,5,2020-05-13,6,잘이용하고있어요 이마트특히 카드청구할인에 그달 쿠폰까지할인받아서 거의 20프로씩 할인받아서 구매한답니다 너무좋네요^^,
전옥자,3,2020-05-13,0,인증메세지가 오지않아요,
지구별dive,1,2020-05-12,1,쓰래기 쇼핑몰 재고파악도 안됨 주문 제품마다 배송준비중이다 몇일씩 기다리게하고 취소도 안되다 일방적으로 품절 취소당함 환불도 바로 안됨,
메타메타몽몽,1,2020-05-10,127,자꾸 자동으로 이 앱의 스토어창이 최근 사용한 어플리케이션 목록에 뜹니다. 홈 버튼 왼쪽의 버튼을 누르면 뜨는 그 목록이요. 무단 광고 아닌가요? 저만 겪는 현상도 아닌듯하니 히루빨리 고챠두시면 감사하겠습니다,
벵종거신,1,2020-05-08,8,아이디 비밀번호 찾기가 안됨 왜 만들었는지 모르겠음,
Sang-wook Kim,5,2020-05-07,0,롯데온 쓰고오니 이게 선녀였음,
김진형,1,2020-05-01,2,1. 가격이 동네 마트보다 비쌈(간혹 싼것들은 품절) 2. 사용환경 부적절/ 실시간 정보가 업데이트되지 않아서 오류발생---->처음으로 돌아감(현관비밀번호만 9번 적어줬다 이정도면 보이스피싱아니냐) 3. 결제수단 복잡(쓱카든지 뭔지 있지도않은 카드 자꾸 자동체크되어있고 간편결제나 일반신용결제하려면 깔아야하는 앱만 몇개인지...) 4. 인터페이스 복잡 화면에 글이 너무많아 그 외에도 안써야할 이유 수십가지.. 다른사이트 이벤트때문에 써볼까 하다가 한번쓰고 삭제,
peter kim,4,2020-04-30,2,편하고 좋아요.,
용제진,3,2020-04-30,0,괜찮아요,
SJ H,3,2020-04-30,56,"오늘 처음 들어가봤는데...UI UX가 너무 불편하게 생겼어요. 쿠팡 경쟁사라고 하는데, 너무 비교됩니다. 추후에라도 개선해서 사용자들에게 편리하게 쇼핑할 수 있도록 해주면 좋을 것 같습니다.",
Alan S,1,2020-04-29,18,어플이 너무 복잡하네요 조금 더 심플하게 디자인하면 좋을거 같아요 처음 들어가면 너무 정신사납습니다,
신재호,1,2020-04-28,103,광고보고사용했는데ㄹㅇ.앱평이 낮은 이유를 알겠네.앱이 좀 느린건인정. 솔직히 앱이 문제라기보단 ssg가 문제임. 그래서 신경안쓰고 쇼핑했는데 바로 상품 잘못옴.(첫배송임)이건 문제있다.광고에서는 그렇게 배송잘한다해놓고.광고찍은 공유하고 공효진은 뭔죄임. 이앱쓰지마세요. 진짜 쓸거면 따른 거쓰세요.,
Aw K,4,2020-04-28,19,"푸쉬알람 설정, 핸드폰 시스템상의 알람설정, 카카오톡 알람 등등 모두 다 변경하고 수정해도 입고알림이 안오네요.....",
강영심,5,2020-04-24,4,"편리한 시스템 입니다. 앱 사용도 빠르고, 배달도 신선한 제품으로 신속하고... 강추!",
YJ H,5,2020-04-23,1,넘좋아요ssG는다른쇼핑앱안깔았는데볼수가있어요!카톡에검색헤서톡하는거있어요,
EUNKYUNG CHOI,2,2020-04-22,1,배송이 되는 날이 없어요 수요일 주문하면 월요일부터 받을 수 있음 광고 그만하고 배송 좀..,
이기성,5,2020-04-22,0,좋아요,
전용환,4,2020-04-21,0,좋아요,
김동현,1,2020-04-20,8,본인인증도 안되고 답답해 죽겠네요 화면도 깨져서 나오고 편의성 제로네요,
히낰,1,2020-04-20,7,재설치해도 네트워크오류뜸 개짜증,
김명,5,2020-04-19,0,킨더조이경찰루피,
김정은 SouthKorea,5,2020-04-17,1,요즘 코로나로 쇼핑할때 조심스러운데 쏙배송 덕에 신선한 과일채소 뿐 아니라 무거운 물건들도 집앞까지 빠르게 배송되어 참 고맙습니다♡,
jeongnim Yu,1,2020-04-16,99,"본인인증이 왜 안됩니까? 앱카드로 해도 안되요, 전화번호로 해도 안되요~ 다른데서는 잘만 되는 인증에 결제가 앱시작하자마자 로그인부터 막혀서 그냥 지웁니다. 마켓컬리랑 번갈아가며 쓰려했는데 로그인부터 도루묵이예요아주 차라리 그냥 이마트를 가는게 이 엡으로 쇼핑하는거 보다 나을듯",
비둘기,5,2020-04-13,0,나쁘진 않아요,
김현미,1,2020-04-12,2,검색어로하면 계속오류나요,
박호영,1,2020-04-11,3,닝길. Pay 씹만원 어치 샀는데. 쓰기가 뭐이리 어렵냐. 내 10여종의 페이류 중에 전화해서도 장바구니 물건 못산 페이는 니들이 첨이다. 친절하게 도와준다며. 니들은 귀한집 아들딸이고 선불낸 손님은 멍멍이냐. 페이남은거나 쓰고 탈퇴할라니. 인증 문자받는데 2주간 안온다. 전화로도 안되고. 어쩌라고,
박정숙박정숙,5,2020-04-11,0,좋아요,
도도'맘v쏭미,2,2020-04-10,38,아..정말 오ㅐ 이러나요 ㅡㅡ 장보기랑 넘 잘쓰고 있는데... 상품권 전환한거 쓰려고 하니.. 계속 세션이 만료되어 화면을 전환한다는 문구만 반복되네요😱 핸드폰을 껐다 키고... 앱을 다시 시작해도 이러니;;; 진짜 답답하네요!!!,
한지우공일공오오삼팔칠이삼,1,2020-04-10,2,이거 잘 되다가 왜이래 됨? 검색도 안되고 . 뭘 사란거임? 아무것도 없고 품절만 있는데 코로나땜에 함께 돌앗나,
혜원짱,5,2020-04-09,0,편리하고 좋음,
거리장단굿,1,2020-04-09,3,"짜증나네 도대체 이마트몰, 이마트, SCG 까지!! 도대체 이마트몰 하나 쓸려면 앱을 몇개나 깔아야 되노!!!",
bmc2010,3,2020-04-07,0,너무 앱쓰기가 힘들어요,
서주영,2,2020-04-06,20,앱아이콘에서 알림표시 빨간 아이콘 떠서 앱들어가서 알림 누르면 온것도 없고 그맇다고 빨간아이콘없어 지지도 않고 도대체 어디드가야지 그빨간알림콘에 몇십개의 알림을 볼수있습니까? 짜증나게ㅡㅡ 진짜,
SAATI Water Choi,1,2020-04-05,2,"아이디가 복수로 생성 되었는데,아이디 두개를 통합을 못시킵니다. 운영자 미숙인지 개발자 문제인지 모르나 해결못하고있음.",
심심하당,1,2020-04-04,0,ssg 머니를 뭐 쓰질 못하게 만드셨네요 ㅋㅋㅋㅋ 개인정보동의창이 움직이질 않는데 뭘어쩌라는건지,
박정혜,1,2020-04-03,0,갑자기 검색이 안되네요 검색창에 뭐 입력하면 서버 연결이 안된다고 자꾸 꺼져요 어제부터 급 발생함;;,
Jh S,1,2020-04-03,18,어제부턴가 검색이 안됨. 검색창에 글자만 쓰면 네트웍 오류라고 뜨며 자꾸 재시도 하라고 함. 짜증.,
써니,1,2020-04-02,124,"아니, 왜 오늘 아침부터 이 앱과 새벽배송 앱만 계속 네트워크 오류가 뜨나요? 태블릿인데 터치로 화면 넘어가는 건 아무렇지도 않은데 검색어만 누르면 계속 뜹니다. ㄱ누르면 뜨고 ㅏ누르면 뜨고. 어제까지 괜찮다가 오늘 아침부터 그렇고요, 새벽배송은 아침엔 괜찮다가 오전부터 그러네요. 할 수 없이 장보기를 노트북으로 했네요. 네트워크 연결 오류라고 뜨는데 유튭으로 음악 듣는데 아무 지장 없어요. ssg앱만 그래요.",
노해일,1,2020-04-02,1,검색하면 계속 오류나요,
신예식,4,2020-04-01,0,유용한 앱이다,
최대헌,1,2020-04-01,0,진짜 Dog Jot 같이 만드셨네요. 어떻게 하면 이렇게 사람 기분을 Dog 10 Chang 낼 수가 있죠? 진짜 역겹네요.,
정담,5,2020-03-30,0,gooood,
김클로이,1,2020-03-28,4,너무 별고 사용하기도 불편하고 쇼핑하다가 웹하고 앱하고 사용하기 불편해서 쇼핑할 맛도 떨어짐 ㅋ,
베개,1,2020-03-26,18,유튜브 보다가 ssg 앱 넘어가면 튕기고 결제하다가 튕기고 오류가 많습니다. 개선해주세요.,
sally ju,3,2020-03-26,1,뭔가 화면 구성이 너무 안좋아서 보기에 불편합니다,
Tabasco,1,2020-03-26,5,카카오뱅크카드는 쓱간편결제나 삼성페이에서는 결제가 안됩니다. 장을보면 뭐하나 돈을 못내서 물건을 못사는데,
손재호,5,2020-03-23,0,싸고 좋아요,
이종철,4,2020-03-23,1,잘했어요,
김연희,4,2020-03-18,0,Good~~^^,
김희정,5,2020-03-18,0,굿,
이병희,4,2020-03-17,0,예좋아요,
Yongtae Kim,5,2020-03-16,0,공유%공효진 케미가 조아요♡♡♡,
김면,2,2020-03-16,0,노브랜드 제품시키느라 이용하는1인데 주문할때마다 이건품절ᆢ그래서빼면 다른게품절 ᆢ한꺼번에 품절목록보여주던지 진짜 몇번을담고지우고 정작 주문할문건은 막판에 품절ㅋ제외하고주문하기ᆢ엄한것만 주문하게되고ᆢ다없데다없어ㆍ젤필요한걸꼭못사 대기업 시스템이 진짜 이건아닌듯여ᆢ,
배제영,1,2020-03-14,0,별1개도 아까운 일본보다 못한...정말정말 신세계 이마트쪽 앱 개발자들 반성하세요,
채종실,1,2020-03-13,0,배송정보제공은어디에묻어두고쓸데없고 필요치않은 엉뚱한것만연속 실망만,
단차,3,2020-03-12,3,웹에서 비밀번호 오류 여러번 뜨더니 앱에서 한번에 됨,
Andre Sky,5,2020-03-12,0,짱 좋아요,
sungsik jo,2,2020-03-11,29,로그인이 되지 않는 이유는? 네이버 연동으로 하는데 로딩창만 뜨고...아이디 찾기나 회원가입 버튼 눌러도 똑같네요,
박종덕,5,2020-03-11,0,없음,
Moni Lee,1,2020-03-11,75,3/11일자 업데이트 후 배송트럭 로딩만 화면에 뜰 뿐 장바구니 등 이용 불가합니다 오류 수정 해 주세요 배송 많은 요즘 같은 때에 에러 확인도 제대로 없이 기능 추가 되었다고 자랑삼아 공지하는 거 어이없습니다 이런 대기업이 온라인몰 관리를 이렇게 시대에 못 따라가는건 결국 기존 프로그램 못 버리는 임원진들 탓 아닐까 추측해봅니다 애꿎은 말단사원들 에러수정 하면서 무리하게 시스템 확장만 퀼트처럼 붙여나가기 시키지 말고 쿠*앱처럼 편리하게 다시 포맷을 만들 수는 없는가요?! 장보기 결제까지 완료하는데 걸리는 시간이 슥닷컴이 제일 실속없이 느려요! 광고할 금액으로 시스템 손 봐 주시기를요,
Tom Ahn,2,2020-03-09,31,음... 타이밍인가 계속 사야하는게 품절이길래 못사고 있다가 새벽 5시 다 있길래 주문 하려고 클릭하는중 로그인하고해야겠다며 10분 정도 소요 되서 로그인 하는순간 6가지 품목 품절... 새벽인데 그게 가능한가요? ㅡㅡ 아니면 로그인하면 못사는게 있나?.. 그래서 로그아웃했더니 장바구니 사라지고 뭐지..,
이영빈,1,2020-03-06,1,너무 다운로드가 느려요,
sammy kim,3,2020-03-05,2,업데이트하고 느려졌어요 제품 사진이 늦게뜨네요 엘롯데도 그래서 지워버렸는데 ssg는 어디로가야하나요 ㅠ,
김미경,3,2020-03-02,4,상품권 전환이 안되요 확인부탁드려요,
허광석,2,2020-03-01,0,감사합니다,
니이모를찾아서,1,2020-02-29,1,설치가 왜 안되죠??,
한결,1,2020-02-29,55,"여기는 아직 정신을 못 차린듯... 딱 보니까 앱 만들때 결정권자가 오프라인에만 있던 사람임. 앱을 무슨 오프라인 그대로 옮겨놓을려고 함. 까사미아, 하우디, 부츠 이딴거 넣지 말고 ssg는 쿠팡처럼 만들고 각 매장은 e-delivery라는 앱을 따로 만들어서 배달의 민족처럼 각 매장에서 배송을 받을 수 있는 방식으로 만들어야지 이렇게 중구난방으로 앱을 만드는데 쿠팡이랑 경쟁이 안 되지. 정용진은 인스타도 하면서 본인 앱 인터페이스가 쓰레기라는걸 못 느끼나? 인기앱처럼 직관적으로 만드세요",
김경옥,1,2020-02-29,6,카드결제하는데 머가이리 복잡하냐고요 무통장입금은 어디간겨 무통장입금살려내라,
Hyeon Soo Park,3,2020-02-28,7,"검색은 편한데, 앱이 너무 느립니다. 노트8 사용자입니다",
김혜영,4,2020-02-28,11,좋아요.접속도잘되고배송도빠르고직접장보러가는것보단편리합니다.집앞까지갔다주시니힘드시거같아요.특히저희집처럼산꼭대기는..^^;.... 항상잘이용합니다.,
행운부엉이,1,2020-02-28,2,네트워크 오류 지겹다,
S C,1,2020-02-27,1,Ssg money 오류 매우빡침,
Jidu Chris,1,2020-02-26,1,신세계는 그냥 네이버 판매자 등록이나 해라,
e e,3,2020-02-26,4,어플디자인만 좀 바꼈으면 좋겠어요 어플 실행하면 맨아래 중앙에 있는 ssg버튼 디자인이 이쁘더라구요,
Di chacha,5,2020-02-26,3,배송진행상황 및 배송 후 알림 서비스 매우 만족하고 품목별로 분류해서 포장해오신 쎈스에 더더욱 감동했습니다❤ 한국의 배달 서비스는 세계 최고입니다.,
미즈나인,5,2020-02-26,0,좋아요,
Yam Ha,1,2020-02-25,0,앱 다운이안됩니다,
장형수,5,2020-02-25,9,쓱 ~ 쇼핑 괜찮아요!,
제이스플랜비,1,2020-02-23,2,결제 이렇게 복잡한 쇼핑몰은 처음,
최원길,1,2020-02-18,0,너무 잦은 업데이트 지긋지긋,
송종현,5,2020-02-15,0,굿!,
이예진,5,2020-02-13,0,너무 좋아요,
stella K,1,2020-02-11,8,느려터져서 속터지는 앱이네요 결제하는게 불가능에 가깝네요,
Eunju Park,2,2020-02-10,1,돈쓰고 싶은데 결재창에서 자꾸 오류가 나요.... 몇번째인지... 앱 다 지우고 다시 깔았어요. 사용하던 사람들도 다른데로 가겠어요.,
장현희,2,2020-02-09,2,정말 주문한번 더럽게 힘드네요. 신세계상품권 전환해서 결제하는데 진짜 헷갈리게 해놨어요. 앱이라 그런가요? 컴터앞에 앉아 홈플 쇼핑하다 처음해봤는데 욕나올뻔했어요. 충분히 쉽게 만들수 있는데 정말 어렵게 진행하시네요. 뭔비밀번호 등록은 글케 많은지 자주 안쓰다보니 맨날 비번 까먹게되고. 암튼 쉽고 편하진 않고 soso 쿠폰준것도 일부 상품 미적용이면 상품에 제외.가능 표시를 해줘야 알지 계산할때 갑자기 금액이 모자라다 하고. 암튼 실망이에요.,
- HML 집돈LOW,1,2020-02-09,5,아니 뭔 로그인 화면도 못넘어가는 앱이 있나. 1. 앱 껐다 켰다 여러번 반복 2. 폰 전원 자체를 끄고 다시 리부트 2번 해봤음. 3. 앱을 지웠다가 다시 설치 결론 : 다 안먹힘. 이게 앱임? 쇼핑을 하라는건가 말라는건가. SSG에서 사실분은 그냥 앱깔지 말고 브라우저에서 시도하세요. 답이 없습니다. 리플 뒤져보니 몇달전부터 이모양이였네요.,
배상훈,1,2020-02-08,64,뭐만 업글했다면 멀쩡히 쓰던것도 못쓰게 만들어요. 어플 오류에 대해서 사진과 같이 피드백을 하려고 해도 쉽지도 않고 아주 쓰레기 같습니다,
